customer_id,name,email,address,phone,payment_method,order_id,order_details,quantity,total_amount,product_id,product_name,category,description
0c2125e8-8f7b-4d10-8f43-0390b4e006fa,Michael Hunter,hernandezmatthew@carter.com,"29634 Kelly Tunnel, Amandaberg, OR 98787",+1-402-002-6580,Cash on Delivery,c24b18b4-682f-4695-99c9-44634858326d,Social often up chair other design.,10,201.03,457f3154-0d02-49ab-aa48-3cb4a41ef669,Court,Beauty & Health,Service economic exist drop attorney include explain media report old.
c8b83581-848f-4385-949e-0dc695cfcf6d,Dr. Jesse Bautista IV,teresa79@harvey.com,"PSC 4786, Box 4241, APO AP 73061",(501)816-8659,Credit Card,6616d199-0267-460e-9b37-b976bb2a7f7a,Tv last girl.,9,459.04,de14604d-b523-4bad-8514-9a56790db0e9,Food,Clothing,Range agency deal north work lose if social fall.
796f3818-c3cb-4408-ae27-b79359f826fc,Daniel Sanford,daniel77@higgins-bush.com,"88210 Cook Gateway Suite 268, Sharonhaven, IN 20653",(086)931-3333x1780,Cash on Delivery,008ac817-4c48-40ab-b634-0b64b38a4525,Expert box case outside cover beat.,9,341.49,cd0c03d7-4a9d-4db8-b654-21f42f25ba9e,Lot,Beauty & Health,Model too forget until much certain activity character.
aac0c611-d3b0-472e-acbe-69b9bc6af087,Jason West DDS,jennifer39@stone.com,"272 James Vista, East Williammouth, ME 36851",001-907-091-3536x920,Credit Card,f99fa2d3-3c85-4479-ac4c-5826bf46ee69,Majority remain reason writer Republican fill.,4,434.15,39cf185e-9d16-4c94-ba46-5329b3511aa7,May,Electronics,Relate last matter better property over feel forget.
d444fecb-ba2c-4487-99e9-a78cad16ac4f,Nicole Bauer,kevin07@hotmail.com,"686 Green Square Apt. 832, Brownmouth, MI 73964",+1-758-132-0719x6741,Credit Card,ba5d0a08-e294-4ff5-9730-9a3fecff1466,Attorney true resource.,3,344.51,afeb958e-e331-44c5-9454-622654c1522d,Event,Beauty & Health,Rest carry relationship condition yet send.
97c12e20-b4fa-4169-9321-14fbe02cfab4,Vanessa Wilkerson,virginia86@hotmail.com,"431 Brett Locks Apt. 939, West Martin, VA 26409",(657)176-8388,Credit Card,a23af2f4-d7ce-4762-8b6e-504b2c446e39,Win rest happy.,2,158.15,f1b63844-42e2-457d-bf11-b0206ece5619,Against,Clothing,Street pressure section since usually.
d8bdbb95-8b63-4443-b466-bc2ee3790e71,Cheryl Jordan,zimmermanpaul@lawrence.com,"Unit 8165 Box 5057, DPO AA 03939",+1-859-735-9155x715,Cash on Delivery,52231eed-c974-46fa-8217-2853d6bc3fae,We present purpose of choose.,7,192.97,9281b146-82e6-447e-acbb-805f74528143,Hold,Books,Camera onto democratic challenge green discussion hit themselves follow.
1c3b5a57-e958-49e1-9abd-6cce68e72b2b,Janet Jones,zjensen@hotmail.com,"97786 Lisa Ways Apt. 415, Dustintown, WV 55811",+1-961-697-0751x3758,Cash on Delivery,82f6ad73-9838-4fa0-bf6b-0a9632bc11d0,Member ago effect.,1,434.44,a06bd736-9f91-4df7-ba48-fa7489541766,Interest,Electronics,Baby low understand meeting beyond.
4c373aed-975d-4cf2-b712-fb0829dce4f0,Travis Dillon,msmith@salinas.com,"PSC 9270, Box 1019, APO AE 77849",001-927-496-6573x35338,Credit Card,ce0c311d-ed2b-488c-9b82-08e2ddb5a2d4,Sport discussion past ready.,7,44.27,1cc09011-efbd-4de0-a79b-5e4281049633,Lay,Beauty & Health,Color we game party.
0f52e710-55a0-44fa-98fb-ddc8f1c99c9d,Jonathan Moran,noblelauren@gonzalez.net,"493 Matthew Union Apt. 743, Isaacland, WY 77545",(195)968-7478x46999,Bank Transfer,b6a32f68-ecb9-4946-a1b3-70221bd0ee53,Police outside ahead free school.,4,173.76,f12191fd-54f2-4d62-b4ca-cc8d7679cb02,Send,Electronics,Able American would play successful art street recent.
3a509b08-bc88-47fa-8344-2b6850e7ce78,David Robinson,ozhang@blackburn.com,"72744 Michael Gardens, Port Kevin, IA 94603",(174)925-9860,Credit Card,5477e1f9-ee58-451a-ad68-cfb4e1d9c712,Now threat mind miss.,5,350.31,a3ca4766-3372-48e7-83e3-9b57f1cbe04a,Party,Home & Kitchen,Game around someone theory cold important investment medical edge.
abab842f-cfc5-4b60-bf2a-5a9f78f7fd39,Emily Morgan,erinhunt@yahoo.com,"595 White Gateway, Port William, MO 86386",(307)424-4144x099,Credit Card,e65f3f5b-fc18-4fbd-bece-c51727f2c3e6,Outside back answer trouble part player.,10,182.13,c341e933-338d-4377-9902-92afd36f767b,Page,Clothing,Box member minute movement within effect Congress billion camera.
6f280bf9-7b4d-48e3-a77e-b2c8d8f57d3d,Caitlyn Harrington,brandon08@yahoo.com,"15728 Schmidt Knoll, Youngchester, OK 79296",522.752.1697x85752,Cash on Delivery,91204d64-506f-4fb5-8979-99305d25cdfe,Teacher oil which.,4,104.59,3539a2f5-c105-42fd-a588-7914f5c5c2e5,Age,Electronics,Point however news paper than evidence support season.
ba2f2e39-c47a-49c7-a61b-81e9a8d1ceaf,William Scott,perezmatthew@gmail.com,"83605 Donald Parks, South Laura, MA 77523",+1-788-814-9502,PayPal,29a3d881-062a-4949-9186-6e5b65480490,Back share word.,2,423.6,0e1ce6c4-b14c-421b-89ec-bb88f2f756f7,Especially,Electronics,Attention model picture however five.
4682c7af-83ee-4a0f-9fa0-dcffedcc26c3,Stephanie Wagner,acortez@gmail.com,"6857 Townsend Overpass Suite 494, Murphyton, ID 39737",989.355.5911,Credit Card,e163fd6e-1907-4bab-8bc9-e8636a765979,Difference require cost hand.,4,432.34,2a0d4e78-af4d-4124-9de1-b23060c24064,Place,Electronics,House show car some family fly two.
7df1ab90-4b65-43e2-a7e0-3c4c2fe3aa5a,Ryan Hogan,marie62@spencer.com,"4354 Lee Mountains Apt. 250, Rosalesport, SC 69337",(997)438-4471,PayPal,f4195e43-a745-47a7-9ede-e05f5da7289b,Hotel walk participant include thousand.,3,206.95,5fbe7716-6a3e-4f79-91fe-92ba21b0ad2b,Sing,Books,Role red black leave service account sometimes one light crime just.
03cd4ecf-47ac-481f-837f-72d7e2cb6cf6,Omar Daugherty,matthewgeorge@rodriguez.com,"7211 Kevin Ford Suite 321, New Emmafurt, NM 01018",818.182.3917x75406,Cash on Delivery,97c378e0-3230-4600-ba4c-aa44f20e656f,Argue citizen yes herself.,5,74.33,c4589e72-8fe6-41d5-9fae-8558679b5fea,Today,Home & Kitchen,Laugh sometimes baby treatment quality build.
fbfd0735-7587-4cd3-8abe-461374e96206,Brittany Salazar,robinsonjoshua@hotmail.com,"59454 Reid Pike, New Emily, MD 72553",470.044.0689,Credit Card,a2a8dfcb-1404-418f-8f02-737f2cddee5c,Seek how second.,10,206.47,0ceeef17-6a86-48a2-9c16-aad97dae90a2,Stay,Electronics,Green letter learn official born.
118ee56d-f9ce-4371-ae3b-f8810332cb0b,Lisa Davis,jessica46@davis.com,"01875 Miller Route Suite 724, Danielleport, NH 03973",(778)314-0541x194,PayPal,29c3d346-60fa-4130-91a4-a1e283e78c18,Step answer difficult.,7,352.74,e8a1b3a5-c865-4a14-8597-4fb61268988b,Every,Home & Kitchen,Memory cover product state care step course across agreement stock.
d5c78cc3-3b1f-43a0-a99e-7c3bae1a9033,Rachel Harper,vschneider@pruitt-lara.net,"9272 Ashley Lakes, Port Andrea, OK 81509",424-240-1886,Bank Transfer,cfd2a5ab-3037-4668-abff-08c5081639cb,Wrong network source others ever.,9,228.67,9b36b9e5-7b92-4d13-a73d-7ccdeb9bb3b5,Option,Beauty & Health,Bad sometimes manager audience often throughout any power this.
8387e488-4623-4b5c-ab0f-62b5983ade44,Angela Nicholson,bhill@armstrong.biz,"2003 Brown Plaza, Christopherborough, CT 92469",001-133-850-2935x150,Cash on Delivery,fbb24e76-e25f-402e-a8b6-9c16429cee87,Artist billion service step third.,5,23.42,9819da5a-8487-42a0-b012-1eb43be7310c,Financial,Clothing,White else skin method thought listen firm popular.
d8ee937b-02ef-4770-9a68-b6be1530bd03,Bradley Phillips,shawnguzman@lindsey.org,"976 Tammy View Apt. 149, Perkinston, MS 33314",001-537-470-0888,PayPal,538af25e-b647-439f-82bc-4b06baf9efcb,Candidate suggest name TV report.,9,219.31,93abfcbe-adfe-4d29-b8d5-9003b806c244,Contain,Home & Kitchen,Cover send business to after maybe.
b2e8e939-93fa-4fd5-931b-b0a52b4c6be5,Charles Walker,barberjake@yahoo.com,"5743 Sheila Fork, Cookchester, DC 52960",001-374-901-8983x89051,Credit Card,05edbdd3-9304-4dc6-9023-1200005de84e,Believe none herself religious physical.,10,462.64,7c15e79b-3b98-43e1-aa51-92aa2a1cd1a0,Hundred,Clothing,Single wall major tough than heart force.
a0f99c97-064f-4caa-8253-2878f2fefec5,James Robinson,blackdavid@yahoo.com,"1147 Erin Harbors, Pattersonmouth, NH 05468",602-137-9013x7462,Credit Card,5c648233-3677-4184-bf0d-ab8895aad1a8,Box process model manager little hour.,8,132.85,ec62bc38-6e9e-4ae1-95d2-6538bd40d927,Behavior,Beauty & Health,Model this method they certainly strategy.
a4a02a3f-b316-4326-9ce1-3727231cfcb8,Brandon Wells,alexander05@weiss.com,"74953 Schmidt Crest Suite 497, Lake Adamchester, MO 33961",(443)478-6088x75442,Cash on Delivery,d59088f6-7603-4f32-ab10-323417d2f22d,Mr sign light find response us.,4,341.61,35f81055-7de7-431e-99c4-efab8673797a,Season,Beauty & Health,Second surface huge kid guy tend.
3027b8b3-b542-476d-b6bd-0dc05e2b7f75,Shelly Sullivan,james45@lynn-roberts.info,"84269 Jonathan Mill, North Jacquelinehaven, AZ 87233",582-548-8759,Bank Transfer,62b36761-f968-4448-8d0c-794084e157b3,Say position player month.,4,45.23,efa57419-79e2-46bf-8b2e-4c70153d3c46,Indicate,Beauty & Health,Wall item trade science control go successful course.
3ae98ea7-6af0-4501-ad07-fb33f7be8dce,Brooke Sims,jasonmitchell@gmail.com,"4665 Robert Canyon Apt. 252, Rachelfurt, NM 38754",164-479-4461x25902,PayPal,e548dd4f-47cd-4459-bbe4-741cf1ac1954,Practice modern meet.,8,205.55,aff7b453-a1af-4454-b0db-d3a33cb78d93,Sea,Beauty & Health,Rather order serious manager eye out.
7529969d-1b87-4116-bdc3-b7923254f97e,Tara Valencia,brianreed@yahoo.com,"65651 White Underpass Apt. 439, Johnnyside, NY 37094",001-387-146-5863x4104,Cash on Delivery,18c8ebd4-4b96-4e4b-9574-16a382a09ecc,Newspaper start enter piece oil.,7,284.5,271d6576-92a6-4d2d-a28b-3a53ce29ec26,Positive,Beauty & Health,Officer author approach past one laugh.
7c7a62fa-e34d-4786-92cf-11e4969364eb,Sarah Davis,bmunoz@yahoo.com,"52188 Stephanie Roads Apt. 631, New Barbaratown, AK 13449",+1-124-624-8968x4268,PayPal,cce35185-d8ab-4d19-9798-d5d876c93eeb,Nothing join mother community leave.,2,107.85,0c97cd38-3ca2-45f9-81c8-4feeef7870d1,Stuff,Beauty & Health,Year we travel this price any.
9b5d677a-d9da-40e8-970b-867698e4d243,Jeremy Knight,amandapeters@yahoo.com,"1340 Combs Brook, West Lisa, OH 84840",871-123-7079x2249,Credit Card,ed9f3739-6744-4628-af21-14cdae7517ab,Amount close power company also blue.,5,329.16,afcf89c8-4f34-4fe1-82ee-942a4317b80d,Information,Clothing,Sport evening many role whom.
e4a79a36-fe5b-494d-aba2-5b101ec93f49,Maria Mcfarland,alexanderbrian@yahoo.com,"29490 Heather Centers Apt. 917, Guzmanport, AR 74109",001-804-097-1723,Credit Card,79548137-2bc8-4958-9250-9ada4a76ec2c,Site letter on argue if interest.,7,43.51,56fffbc0-ae89-4b4c-855d-f9ed00d0c33f,Keep,Books,General before effort must power cup charge safe two identify.
ba9f1158-61e9-4a84-8b81-f107346b61e4,Ronnie English,ryanpatterson@willis.com,"9277 Cruz Junction, Lake Howard, OR 54630",244.887.7693x861,Credit Card,df72a323-6330-4bbc-b89e-147c6740e3e7,Half our top dream threat.,2,148.22,ee2353f9-1dcb-45c0-a345-7688c4bca336,Race,Clothing,Voice around kitchen give moment interest event agency true wear.
0929bb7f-1185-45f8-9d02-356445333e2d,Sarah Graham,cyoung@hotmail.com,"7756 Alexandria Wall Apt. 621, Mollyburgh, AZ 58473",(187)344-3057x6850,Cash on Delivery,ab55de7b-c811-4641-b173-8ab435330f0c,Someone speak player start.,3,477.45,0f77132d-9dfa-458f-b1de-e2131d617aa1,Sea,Home & Kitchen,Require item firm knowledge agent job.
14d6937c-e234-4c44-ad36-768907acc1e3,Adam Thompson,tammy63@martinez.com,"8274 Rogers Village, North Taylorfort, DE 30926",783-272-5297x135,Cash on Delivery,62637eae-a4eb-4d1a-9790-0c59d0347351,Less employee serve explain sister training.,7,103.35,cb67b368-2854-49fa-a998-c7327c788b3e,Outside,Electronics,In kitchen career style west.
7e49a041-5407-4e87-b022-e79039f1a397,David Gardner,douglasgonzalez@hotmail.com,"8943 Fischer Inlet, Rodrigueztown, ID 76079",285.286.4674x6306,PayPal,68ec4dd1-2e2c-4803-8674-b6909176e511,Sing decade poor condition.,7,434.48,eaa47f48-a1c4-4ea4-9288-f97ba7fd897c,Party,Clothing,Work entire fight I kind body admit lose.
3c005f4e-ecda-471b-97b4-bc0a2ceea30b,Benjamin Ford,reynoldsnicole@hotmail.com,"PSC 1051, Box 6835, APO AP 52742",665.712.7739x158,Credit Card,ca1cfac9-c25a-42c8-8a18-b81cb9fd258c,Know child north morning past.,2,204.91,feac2c33-b533-49ba-8f07-f77896090792,Window,Beauty & Health,And right local government amount.
7b80c52d-a439-442e-8954-6144a0eb780b,Albert Clark,egarcia@yahoo.com,"99684 Megan Lodge, Matthewsview, SD 12322",817-603-3226x15490,Bank Transfer,381ab591-acc1-4770-b033-42352819d08a,Event save always as.,2,79.27,1dc4bd0b-6142-48bf-8bb6-68298e474723,Character,Beauty & Health,Expert general student future.
8d3b1cca-6576-47fc-8904-7cfeaa93e677,Jennifer Wagner,justinmoody@gmail.com,"22594 Megan Road, Millerstad, WY 16377",481.943.1412x9897,Bank Transfer,dc8ac78b-1705-4d0a-a734-b0e7e83c6127,Network choose area admit many most.,7,285.7,01b94f62-cf2b-40f8-8c60-0956d29de28e,Enjoy,Electronics,Hot yes performance relate away money.
b60f5817-ef4c-474c-ba20-d1f97420247b,Morgan Bernard,mendozajamie@smith.com,"1028 Lambert Neck Suite 351, Brianahaven, NM 15167",001-808-223-7075x881,Cash on Delivery,707c984e-4ce2-496b-bd43-0f53cb9ea751,Power table owner there especially production.,8,356.72,0cbf65fc-9eab-436d-908e-1d8f51ca1411,Language,Beauty & Health,Approach region technology boy once tree staff back give say fund.
de53fa89-f3c4-4936-b543-459e599f7af9,Meredith Jackson,cathygriffith@hotmail.com,"88146 Woodard Stream Suite 786, Devinborough, NY 61733",(758)560-5092x7172,Cash on Delivery,f4176d6d-04df-4d45-9b35-adf92d7a436e,Education blood special north answer billion.,4,441.81,8a341013-6f75-4efa-beeb-c9e4ec95f385,Forget,Beauty & Health,Fill seven media up may along year character.
f842f31d-1081-405d-aa02-9a7252f915b2,Emily Marsh,joshuabrown@fischer.org,"57615 Jennifer Centers Suite 238, Joshuaview, MT 64996",386-589-3387,Credit Card,25c8a30a-c471-4181-a786-5ee2c789c5ee,Bag happy total manager green.,4,356.08,96fabead-ecd0-4ddb-842f-eefc4d8d7843,Indeed,Clothing,Least purpose husband difficult budget strategy once because song close.
4c7f21b3-3c21-413f-849b-33070a2f0f47,Chad Howe,meltonmichael@hotmail.com,"14518 Black Green, North Jeff, WI 72375",+1-214-607-5900x917,Bank Transfer,c176c4d2-df12-4fe1-8f9d-a64b80781cd8,Street sign quickly voice draw deep.,2,304.53,2e89c729-798d-493c-bf59-6af26645a80d,Citizen,Clothing,Open window indeed can simple offer.
d39ac1de-ad2e-47ac-84d0-c3612bbec019,Megan Flores,thunter@weaver-andrews.org,"24921 Mason Key Apt. 920, Noahborough, DC 12199",001-701-401-8747,Bank Transfer,4c220860-317a-4b17-9e6d-c22754455b13,Medical how party.,6,256.39,c6b133fa-f61b-4987-ba55-c53797d3e286,White,Clothing,Field image commercial drop apply power in traditional.
cbc2f7ee-41e4-4b0b-a5d6-8c4574ef18ac,Anthony Simmons,rebecca01@gibson.biz,"633 Michael Ranch, Johnsonside, RI 98001",429-742-6595x45147,PayPal,6e5cf04e-1390-4603-9364-18ab99b13f2f,National provide stock society.,4,88.24,589eeae8-0cb4-489b-80a9-e1264f4d82d7,Tax,Clothing,If think answer sit speech computer a very.
2fcd34b7-35ad-4277-9230-d000a1c5137c,Howard Morris,rogerssarah@hotmail.com,"195 Wilson Union, New Elizabeth, AL 11320",+1-395-193-4289x70158,Bank Transfer,3d7af0fb-0127-4ed2-95d1-8e38e3fbe2c6,Them large beautiful school.,5,36.07,9b37c40a-d765-4c62-a0a7-6c16dfe4a2e5,Response,Electronics,What tax while back his husband concern base.
